olympics_loc, year, event, gender, group, country, athlete_name, result
Los Angeles,1932,400m Freestyle,Men,Swimming,JPN,Noboru Sugimoto,00:04:56.10
Los Angeles,1932,400m Freestyle,Men,Swimming,AUS,Charlton,00:04:58.60
Los Angeles,1932,400m Freestyle,Women,Swimming,USA,Madison,00:05:28.50
Los Angeles,1932,400m Freestyle,Women,Swimming,USA,Kight-Wingard,00:05:28.60
Los Angeles,1932,400m Freestyle,Women,Swimming,RSA,Maakal,00:05:47.30
Los Angeles,1932,400m Freestyle,Women,Swimming,GBR,Cooper,00:05:49.70
Los Angeles,1932,400m Freestyle,Women,Swimming,FRA,Godard,00:05:54.40
Los Angeles,1932,400m Freestyle,Women,Swimming,USA,Forbes,00:06:06.00
Los Angeles,1932,4x100 Freestyle Relay,Women,Swimming,USA,,00:04:38.00
Los Angeles,1932,4x100 Freestyle Relay,Women,Swimming,NED,,00:04:47.50
Los Angeles,1932,4x100 Freestyle Relay,Women,Swimming,GBR,,00:04:52.40
Los Angeles,1932,4x100 Freestyle Relay,Women,Swimming,CAN,,00:05:05.70
Los Angeles,1932,4x100 Freestyle Relay,Women,Swimming,JPN,,00:05:06.70
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,JPN,,00:08:58.40
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,USA,,00:09:10.50
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,HUN,,00:09:31.40
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,CAN,,00:09:36.30
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,GBR,,00:09:45.80
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,ARG,,00:10:13.10
Los Angeles,1932,4x200 Freestyle Relay,Men,Swimming,BRA,,00:10:36.50


Berlin,1936,100m Backstroke,Men,Swimming,USA,Kiefer,00:01:05.90
Berlin,1936,100m Backstroke,Men,Swimming,USA,Weghe,00:01:07.70
Berlin,1936,100m Backstroke,Men,Swimming,JPN,Masaji Kiyokawa,00:01:08.40
Berlin,1936,100m Backstroke,Men,Swimming,USA,Drysdale,00:01:09.40
Berlin,1936,100m Backstroke,Men,Swimming,JPN,Kiichi Yoshida,00:01:09.70
Berlin,1936,100m Backstroke,Men,Swimming,JPN,Yashuhiko Kojima,00:01:10.40
Berlin,1936,100m Backstroke,Men,Swimming,AUS,Oliver,00:01:10.70
Berlin,1936,100m Backstroke,Women,Swimming,NED,Senff,00:01:18.90
Berlin,1936,100m Backstroke,Women,Swimming,NED,Mastenbroek,00:01:19.20
Berlin,1936,100m Backstroke,Women,Swimming,USA,Bridges,00:01:19.40
Berlin,1936,100m Backstroke,Women,Swimming,USA,Motridge,00:01:19.60
Berlin,1936,100m Backstroke,Women,Swimming,DEN,Madsen,00:01:20.40
Berlin,1936,100m Backstroke,Women,Swimming,GBR,Frampton,00:01:20.60
Berlin,1936,100m Backstroke,Women,Swimming,GBR,Harding,00:01:21.50
Berlin,1936,100m Freestyle,Men,Swimming,HUN,Csik,00:00:57.60
Berlin,1936,100m Freestyle,Men,Swimming,JPN,Masanori Yusa,00:00:57.90
Berlin,1936,100m Freestyle,Men,Swimming,JPN,Shigeo Arai,00:00:58.00
Berlin,1936,100m Freestyle,Men,Swimming,JPN,Masaharu Taguchi,00:00:58.10
Berlin,1936,100m Freestyle,Men,Swimming,GER,Fischer,00:00:59.30
Berlin,1936,100m Freestyle,Men,Swimming,USA,Fick,00:00:59.70
Berlin,1936,100m Freestyle,Men,Swimming,USA,Lindegren,00:00:59.90
Berlin,1936,100m Freestyle,Women,Swimming,NED,Mastenbroek,00:01:05.90
Berlin,1936,100m Freestyle,Women,Swimming,ARG,Campbell,00:01:06.40
Berlin,1936,100m Freestyle,Women,Swimming,GER,Arendt-Jacobs,00:01:06.60
Berlin,1936,100m Freestyle,Women,Swimming,NED,Den Ouden,00:01:07.60
Berlin,1936,100m Freestyle,Women,Swimming,NED,Wagner,00:01:08.10
Berlin,1936,100m Freestyle,Women,Swimming,USA,Mckean,00:01:08.40
Berlin,1936,100m Freestyle,Women,Swimming,USA,Rawls,00:01:08.70
Berlin,1936,1500m Freestyle,Men,Swimming,JPN,Noboru Terada,00:19:13.70
Berlin,1936,1500m Freestyle,Men,Swimming,USA,Medica,00:19:34.00
Berlin,1936,1500m Freestyle,Men,Swimming,JPN,Shunpei Uto,00:19:34.50
Berlin,1936,1500m Freestyle,Men,Swimming,JPN,Sunao Ishiharada,00:19:48.50
Berlin,1936,1500m Freestyle,Men,Swimming,USA,Flanagan,00:19:54.80
Berlin,1936,1500m Freestyle,Men,Swimming,GBR,Leivers,00:19:57.40
Berlin,1936,1500m Freestyle,Men,Swimming,GER,Arendt,00:19:59.00
Berlin,1936,200m Breaststroke,Men,Swimming,JPN,Tetsuo Hamuro,00:02:42.50
Berlin,1936,200m Breaststroke,Men,Swimming,GER,Sietas,00:02:42.90
Berlin,1936,200m Breaststroke,Men,Swimming,JPN,Reizo Koike,00:02:44.20
Berlin,1936,200m Breaststroke,Men,Swimming,USA,Higgins,00:02:45.20
Berlin,1936,200m Breaststroke,Men,Swimming,JPN,Saburo Ito,00:02:47.60
Berlin,1936,200m Breaststroke,Men,Swimming,GER,Balke,00:02:47.80
Berlin,1936,200m Breaststroke,Men,Swimming,PHI,Yldefonso,00:02:51.10
Berlin,1936,200m Breaststroke,Women,Swimming,JPN,Hideko Maehata,00:03:03.60
Berlin,1936,200m Breaststroke,Women,Swimming,GER,Genenger,00:03:04.20
Berlin,1936,200m Breaststroke,Women,Swimming,DEN,Sörensen,00:03:07.80
Berlin,1936,200m Breaststroke,Women,Swimming,GER,Hölzner,00:03:09.50
Berlin,1936,200m Breaststroke,Women,Swimming,NED,Waalberg,00:03:09.50
Berlin,1936,200m Breaststroke,Women,Swimming,GBR,Storey,00:03:09.70
Berlin,1936,200m Breaststroke,Women,Swimming,NED,Kastein,00:03:12.80
Berlin,1936,400m Freestyle,Men,Swimming,USA,Medica,00:04:44.50
Berlin,1936,400m Freestyle,Men,Swimming,JPN,Shunpei Uto,00:04:45.60
Berlin,1936,400m Freestyle,Men,Swimming,JPN,Shozo Makino,00:04:48.10
Berlin,1936,400m Freestyle,Men,Swimming,USA,Flanagan,00:04:52.70
Berlin,1936,400m Freestyle,Men,Swimming,JPN,Hiroshi Negami,00:04:53.60
Berlin,1936,400m Freestyle,Men,Swimming,FRA,Taris,00:04:53.80
Berlin,1936,400m Freestyle,Men,Swimming,GBR,Leivers,00:05:09.90
Berlin,1936,400m Freestyle,Women,Swimming,NED,Mastenbroek,00:05:26.40
Berlin,1936,400m Freestyle,Women,Swimming,DEN,Hveger,00:05:27.50
Berlin,1936,400m Freestyle,Women,Swimming,USA,Kight-Wingard,00:05:29.00
Berlin,1936,400m Freestyle,Women,Swimming,USA,Petty,00:05:32.20
Berlin,1936,400m Freestyle,Women,Swimming,BRA,Coutinho,00:05:35.20
Berlin,1936,400m Freestyle,Women,Swimming,JPN,Kazue Kojima,00:05:43.100
Berlin,1936,400m Freestyle,Women,Swimming,DEN,Frederiksen,00:05:45.00
Berlin,1936,400m Freestyle,Women,Swimming,NED,Wagner,00:05:46.00
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,NED,,00:04:36.00
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,GER,,00:04:36.80
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,USA,,00:04:40.20
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,CAN,,00:04:48.00
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,HUN,,00:04:48.00
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,GBR,,00:04:51.00
Berlin,1936,4x100 Freestyle Relay,Women,Swimming,DEN,,00:04:51.40
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,JPN,,00:08:51.50
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,USA,,00:09:03.00
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,HUN,,00:09:12.30
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,FRA,,00:09:18.20
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,GER,,00:09:19.00
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,GBR,,00:09:21.50
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,CAN,,00:09:27.50
Berlin,1936,4x200 Freestyle Relay,Men,Swimming,SWE,,00:09:37.50


London,1948,100m Backstroke,Men,Swimming,USA,Stack,00:01:06.40
London,1948,100m Backstroke,Men,Swimming,USA,Cowell,00:01:06.50
London,1948,100m Backstroke,Men,Swimming,FRA,Vallerey Jr,00:01:07.80
London,1948,100m Backstroke,Men,Swimming,ARG,Chavez,00:01:09.00
London,1948,100m Backstroke,Men,Swimming,MEX,Avila,00:01:09.00
London,1948,100m Backstroke,Men,Swimming,RSA,Wiid,00:01:09.10
London,1948,100m Backstroke,Men,Swimming,GBR,Brockway,00:01:09.20
London,1948,100m Backstroke,Men,Swimming,GBR,Kinnear,00:01:09.60
London,1948,100m Backstroke,Women,Swimming,DEN,Harup,00:01:14.40
London,1948,100m Backstroke,Women,Swimming,USA,Zimmerman,00:01:16.00
London,1948,100m Backstroke,Women,Swimming,AUS,Davies,00:01:16.70
London,1948,100m Backstroke,Women,Swimming,HUN,Novak,00:01:18.40
London,1948,100m Backstroke,Women,Swimming,NED,Van Der Horst,00:01:18.80
London,1948,100m Backstroke,Women,Swimming,NED,Van Ekris,00:01:18.90
London,1948,100m Backstroke,Women,Swimming,USA,Mellon,00:01:19.00
London,1948,100m Backstroke,Women,Swimming,NED,Gaillard,00:01:19.10
London,1948,100m Freestyle,Men,Swimming,USA,Ris,00:00:57.30
London,1948,100m Freestyle,Men,Swimming,USA,Ford,00:00:57.80
London,1948,100m Freestyle,Men,Swimming,HUN,Kadas,00:00:58.10
London,1948,100m Freestyle,Men,Swimming,USA,Carter,00:00:58.30
London,1948,100m Freestyle,Men,Swimming,FRA,Jany,00:00:58.30
London,1948,100m Freestyle,Men,Swimming,SWE,Olsson,00:00:59.30
London,1948,100m Freestyle,Men,Swimming,HUN,Szilard,00:00:59.60
London,1948,100m Freestyle,Men,Swimming,EGY,El Gamal,00:01:00.50
London,1948,100m Freestyle,Women,Swimming,DEN,Andersen,00:01:06.30
London,1948,100m Freestyle,Women,Swimming,USA,Curtis,00:01:06.50
London,1948,100m Freestyle,Women,Swimming,NED,Linssen-Vaessen,00:01:07.60
London,1948,100m Freestyle,Women,Swimming,DEN,Harup,00:01:08.10
London,1948,100m Freestyle,Women,Swimming,SWE,Fredin,00:01:08.40
London,1948,100m Freestyle,Women,Swimming,NED,Heijting-Schuhmacher,00:01:08.40
London,1948,100m Freestyle,Women,Swimming,SWE,Ahlgren,00:01:08.80
London,1948,100m Freestyle,Women,Swimming,DEN,Carstensen,00:01:09.10
London,1948,1500m Freestyle,Men,Swimming,USA,Mclane,00:19:18.50
London,1948,1500m Freestyle,Men,Swimming,AUS,Marshall,00:19:31.30
London,1948,1500m Freestyle,Men,Swimming,HUN,Mitro,00:19:43.20
London,1948,1500m Freestyle,Men,Swimming,HUN,Csordas,00:19:54.20
London,1948,1500m Freestyle,Men,Swimming,YUG,Stipetic,00:20:10.70
London,1948,1500m Freestyle,Men,Swimming,USA,Norris,00:20:18.80
London,1948,1500m Freestyle,Men,Swimming,GBR,Bland,00:20:19.80
London,1948,1500m Freestyle,Men,Swimming,USA,Heusner,00:20:45.40
London,1948,200m Breaststroke,Men,Swimming,USA,Verdeur,00:02:39.30
London,1948,200m Breaststroke,Men,Swimming,USA,Carter,00:02:40.20
London,1948,200m Breaststroke,Men,Swimming,USA,Sohl,00:02:43.90
London,1948,200m Breaststroke,Men,Swimming,AUS,Davies,00:02:43.70
London,1948,200m Breaststroke,Men,Swimming,YUG,Cerer,00:02:46.10
London,1948,200m Breaststroke,Men,Swimming,BRA,Jordan,00:02:46.40
London,1948,200m Breaststroke,Men,Swimming,EGY,Kandil,00:02:47.50
London,1948,200m Breaststroke,Men,Swimming,NED,Bonte,00:02:47.60
London,1948,200m Breaststroke,Women,Swimming,NED,Van Vliet,00:02:57.20
London,1948,200m Breaststroke,Women,Swimming,AUS,Lyons,00:02:57.70
London,1948,200m Breaststroke,Women,Swimming,HUN,Novak-Gerard,00:03:00.20
London,1948,200m Breaststroke,Women,Swimming,HUN,Szekely,00:03:02.50
London,1948,200m Breaststroke,Women,Swimming,NED,De Groot,00:03:06.20
London,1948,200m Breaststroke,Women,Swimming,GBR,Church,00:03:06.10
London,1948,200m Breaststroke,Women,Swimming,NED,Hom,00:03:07.50
London,1948,200m Breaststroke,Women,Swimming,DEN,Hansen,00:03:08.10
London,1948,400m Freestyle,Men,Swimming,USA,Smith,00:04:41.00
London,1948,400m Freestyle,Men,Swimming,AUS,Marshall,00:04:47.40
London,1948,400m Freestyle,Men,Swimming,HUN,Kadas,00:04:49.40
London,1948,400m Freestyle,Men,Swimming,HUN,Mitro,00:04:49.90
London,1948,400m Freestyle,Men,Swimming,FRA,Jany,00:04:51.40
London,1948,400m Freestyle,Men,Swimming,GBR,Hale,00:04:55.90
London,1948,400m Freestyle,Men,Swimming,ARG,Yantorno,00:04:58.70
London,1948,400m Freestyle,Women,Swimming,USA,Curtis,00:05:17.80
London,1948,400m Freestyle,Women,Swimming,DEN,Harup,00:05:21.20
London,1948,400m Freestyle,Women,Swimming,GBR,Gibson,00:05:22.50
London,1948,400m Freestyle,Women,Swimming,BEL,Caroen,00:05:25.30
London,1948,400m Freestyle,Women,Swimming,USA,Helser,00:05:26.00
London,1948,400m Freestyle,Women,Swimming,BRA,Coutinho,00:05:29.40
London,1948,400m Freestyle,Women,Swimming,DEN,Carstensen,00:05:29.40
London,1948,400m Freestyle,Women,Swimming,USA,Lees,00:05:32.90
London,1948,4x100 Freestyle Relay,Men,Swimming,USA,,00:04:29.20
London,1948,4x100 Freestyle Relay,Men,Swimming,DEN,,00:04:29.60
London,1948,4x100 Freestyle Relay,Men,Swimming,GBR,,00:04:34.70
London,1948,4x100 Freestyle Relay,Men,Swimming,HUN,,00:04:44.80
London,1948,4x100 Freestyle Relay,Men,Swimming,BRA,,00:04:49.10
London,1948,4x100 Freestyle Relay,Men,Swimming,FRA,,00:04:49.80
London,1948,4x200 Freestyle Relay,Men,Swimming,USA,,00:08:46.00
London,1948,4x200 Freestyle Relay,Men,Swimming,HUN,,00:08:48.40
London,1948,4x200 Freestyle Relay,Men,Swimming,FRA,,00:09:08.00
London,1948,4x200 Freestyle Relay,Men,Swimming,SWE,,00:09:09.10
London,1948,4x200 Freestyle Relay,Men,Swimming,YUG,,00:09:14.00
London,1948,4x200 Freestyle Relay,Men,Swimming,ARG,,00:09:19.20
London,1948,4x200 Freestyle Relay,Men,Swimming,MEX,,00:09:20.20
London,1948,4x200 Freestyle Relay,Men,Swimming,BRA,,00:09:31.00


Helsinki,1952,100m Backstroke,Men,Swimming,USA,Yoshinobu Oyakawa,00:01:05.40
Helsinki,1952,100m Backstroke,Men,Swimming,FRA,Bozon,00:01:06.20
Helsinki,1952,100m Backstroke,Men,Swimming,USA,Taylor,00:01:06.40
Helsinki,1952,100m Backstroke,Men,Swimming,USA,Stack,00:01:07.60
Helsinki,1952,100m Backstroke,Men,Swimming,ARG,Galvao,00:01:07.70
Helsinki,1952,100m Backstroke,Men,Swimming,GBR,Wardrop,00:01:07.80
Helsinki,1952,100m Backstroke,Men,Swimming,YUG,Skanata,00:01:08.10
Helsinki,1952,100m Backstroke,Men,Swimming,RSA,Meiring,00:01:08.30
Helsinki,1952,100m Backstroke,Women,Swimming,RSA,Harrison,00:01:14.30
Helsinki,1952,100m Backstroke,Women,Swimming,NED,Wielema,00:01:14.50
Helsinki,1952,100m Backstroke,Women,Swimming,NZL,Stewart,00:01:15.80
Helsinki,1952,100m Backstroke,Women,Swimming,NED,De Korte,00:01:15.80
Helsinki,1952,100m Backstroke,Women,Swimming,USA,Stark,00:01:16.20
Helsinki,1952,100m Backstroke,Women,Swimming,GER,Herrbruck,00:01:18.00
Helsinki,1952,100m Backstroke,Women,Swimming,GBR,Mcdowell,00:01:18.40
Helsinki,1952,100m Freestyle,Men,Swimming,USA,Scholes,00:00:57.40
Helsinki,1952,100m Freestyle,Men,Swimming,JPN,Hiroshi Suzuki,00:00:57.40
Helsinki,1952,100m Freestyle,Men,Swimming,SWE,Larsson,00:00:58.20
Helsinki,1952,100m Freestyle,Men,Swimming,JPN,Toru Goto,00:00:58.60
Helsinki,1952,100m Freestyle,Men,Swimming,HUN,Kadas,00:00:58.60
Helsinki,1952,100m Freestyle,Men,Swimming,AUS,Aubrey,00:00:58.70
Helsinki,1952,100m Freestyle,Men,Swimming,FRA,Eminente,00:00:58.70
Helsinki,1952,100m Freestyle,Men,Swimming,USA,Gora,00:00:58.80
Helsinki,1952,100m Freestyle,Women,Swimming,HUN,Szöke,00:01:06.80
Helsinki,1952,100m Freestyle,Women,Swimming,NED,Termeulen,00:01:07.00
Helsinki,1952,100m Freestyle,Women,Swimming,RSA,Harrison,00:01:07.10
Helsinki,1952,100m Freestyle,Women,Swimming,USA,Alderson,00:01:07.10
Helsinki,1952,100m Freestyle,Women,Swimming,NED,Heijting-Schuhmacher,00:01:07.30
Helsinki,1952,100m Freestyle,Women,Swimming,USA,Stepan,00:01:08.00
Helsinki,1952,100m Freestyle,Women,Swimming,GBR,Barnwell,00:01:08.60
Helsinki,1952,1500m Freestyle,Men,Swimming,USA,Konno,00:18:30.30
Helsinki,1952,1500m Freestyle,Men,Swimming,JPN,Shiro Hashizume,00:18:41.40
Helsinki,1952,1500m Freestyle,Men,Swimming,BRA,Okamoto,00:18:51.30
Helsinki,1952,1500m Freestyle,Men,Swimming,USA,Mclane,00:18:51.50
Helsinki,1952,1500m Freestyle,Men,Swimming,FRA,Bernardo,00:18:59.10
Helsinki,1952,1500m Freestyle,Men,Swimming,JPN,Yasuo Kitamura,00:19:00.40
Helsinki,1952,1500m Freestyle,Men,Swimming,RSA,Duncan,00:19:12.10
Helsinki,1952,1500m Freestyle,Men,Swimming,AUS,Marshall,00:19:53.40
Helsinki,1952,200m Breaststroke,Men,Swimming,AUS,Davies,00:02:34.400
Helsinki,1952,200m Breaststroke,Men,Swimming,USA,Stassforth,00:02:34.70
Helsinki,1952,200m Breaststroke,Men,Swimming,GER,Klein,00:02:35.90
Helsinki,1952,200m Breaststroke,Men,Swimming,JPN,Nobuyasu Hirayama,00:02:37.40
Helsinki,1952,200m Breaststroke,Men,Swimming,JPN,Takayoshi Kajikawa,00:02:38.60
Helsinki,1952,200m Breaststroke,Men,Swimming,JPN,Jiro Nagasawa,00:02:39.10
Helsinki,1952,200m Breaststroke,Men,Swimming,FRA,Lusien,00:02:39.80
Helsinki,1952,200m Breaststroke,Men,Swimming,TCH,Komadel,00:02:40.10
Helsinki,1952,200m Breaststroke,Women,Swimming,HUN,Szekely,00:02:51.70
Helsinki,1952,200m Breaststroke,Women,Swimming,HUN,Novak-Gerard,00:02:54.40
Helsinki,1952,200m Breaststroke,Women,Swimming,GBR,Gordon-Mckay,00:02:57.60
Helsinki,1952,200m Breaststroke,Women,Swimming,HUN,Bartos,00:02:57.60
Helsinki,1952,200m Breaststroke,Women,Swimming,DEN,Hansen,00:02:57.80
Helsinki,1952,200m Breaststroke,Women,Swimming,URS,Gavrish,00:02:58.90
Helsinki,1952,200m Breaststroke,Women,Swimming,SWE,Eklund,00:03:01.80
Helsinki,1952,200m Breaststroke,Women,Swimming,NED,Garritsen,00:03:02.10
Helsinki,1952,400m Freestyle,Men,Swimming,FRA,Boiteux,00:04:30.70
Helsinki,1952,400m Freestyle,Women,Swimming,HUN,Gyenge,00:05:12.10
Helsinki,1952,4x100 Freestyle Relay,Women,Swimming,HUN,,00:04:24.40
Helsinki,1952,4x200 Freestyle Relay,Men,Swimming,USA,,00:08:31.10


Melbourne,1956,100m Backstroke,Men,Swimming,AUS,Theile,00:01:02.20
Melbourne,1956,100m Backstroke,Men,Swimming,AUS,Monckton,00:01:03.20
Melbourne,1956,100m Backstroke,Men,Swimming,USA,Mckinney,00:01:04.50
Melbourne,1956,100m Backstroke,Men,Swimming,FRA,Christophe,00:01:04.90
Melbourne,1956,100m Backstroke,Men,Swimming,AUS,Hayres,00:01:05.00
Melbourne,1956,100m Backstroke,Men,Swimming,GBR,Sykes,00:01:05.60
Melbourne,1956,100m Backstroke,Men,Swimming,USA,Wiggins,00:01:05.80
Melbourne,1956,100m Backstroke,Men,Swimming,USA,Yoshinobu Oyakawa,00:01:06.90
Melbourne,1956,100m Backstroke,Women,Swimming,GBR,Grinham,00:01:12.90
Melbourne,1956,100m Backstroke,Women,Swimming,USA,Cone,00:01:12.90
Melbourne,1956,100m Backstroke,Women,Swimming,GBR,Edwards,00:01:13.10
Melbourne,1956,100m Backstroke,Women,Swimming,GER,Schmidt-Neuber,00:01:13.40
Melbourne,1956,100m Backstroke,Women,Swimming,USA,Murphy,00:01:14.10
Melbourne,1956,100m Backstroke,Women,Swimming,GBR,Hoyle,00:01:14.30
Melbourne,1956,100m Backstroke,Women,Swimming,CAN,Barber-Jenkins,00:01:14.30
Melbourne,1956,100m Backstroke,Women,Swimming,AUS,Beckitt,00:01:14.70
Melbourne,1956,100m Butterfly,Women,Swimming,USA,Mann,00:01:11.00
Melbourne,1956,100m Butterfly,Women,Swimming,USA,Ramey,00:01:11.90
Melbourne,1956,100m Butterfly,Women,Swimming,USA,Sears,00:01:14.40
Melbourne,1956,100m Butterfly,Women,Swimming,HUN,Littomeritzky,00:01:14.90
Melbourne,1956,100m Butterfly,Women,Swimming,AUS,Bainbridge,00:01:15.20
Melbourne,1956,100m Butterfly,Women,Swimming,GER,Langenau,00:01:17.40
Melbourne,1956,100m Butterfly,Women,Swimming,CAN,Whittall,00:01:17.90
Melbourne,1956,100m Butterfly,Women,Swimming,CAN,Barber-Jenkins,00:01:18.40
Melbourne,1956,100m Freestyle,Men,Swimming,AUS,Henricks,00:00:55.40
Melbourne,1956,100m Freestyle,Men,Swimming,AUS,Devitt,00:00:55.80
Melbourne,1956,100m Freestyle,Men,Swimming,AUS,Chapman,00:00:56.70
Melbourne,1956,100m Freestyle,Men,Swimming,USA,Patterson,00:00:57.20
Melbourne,1956,100m Freestyle,Men,Swimming,USA,Hanley,00:00:57.60
Melbourne,1956,100m Freestyle,Men,Swimming,USA,Woolsey,00:00:57.60
Melbourne,1956,100m Freestyle,Men,Swimming,JPN,Atsushi Tani,00:00:58.00
Melbourne,1956,100m Freestyle,Men,Swimming,FRA,Eminente,00:00:58.10
Melbourne,1956,100m Freestyle,Women,Swimming,AUS,Fraser,00:01:02.00
Melbourne,1956,100m Freestyle,Women,Swimming,AUS,Crapp,00:01:02.30
Melbourne,1956,100m Freestyle,Women,Swimming,AUS,Leech,00:01:05.10
Melbourne,1956,100m Freestyle,Women,Swimming,USA,Rosazza,00:01:05.20
Melbourne,1956,100m Freestyle,Women,Swimming,CAN,Grant,00:01:05.40
Melbourne,1956,100m Freestyle,Women,Swimming,USA,Mann,00:01:05.60
Melbourne,1956,100m Freestyle,Women,Swimming,NZL,Roe,00:01:05.60
Melbourne,1956,100m Freestyle,Women,Swimming,RSA,Myburgh,00:01:05.80
Melbourne,1956,1500m Freestyle,Men,Swimming,AUS,Rose,00:17:58.90
Melbourne,1956,1500m Freestyle,Men,Swimming,JPN,Tsuyoshi Yamanaka,00:18:00.30
Melbourne,1956,1500m Freestyle,Men,Swimming,USA,Breen,00:18:08.20
Melbourne,1956,1500m Freestyle,Men,Swimming,AUS,Garretty,00:18:26.50
Melbourne,1956,1500m Freestyle,Men,Swimming,CAN,Slater,00:18:38.10
Melbourne,1956,1500m Freestyle,Men,Swimming,FRA,Boiteux,00:18:38.30
Melbourne,1956,1500m Freestyle,Men,Swimming,JPN,Yukiyoshi Aoki,00:18:38.30
Melbourne,1956,1500m Freestyle,Men,Swimming,AUS,Winram,00:19:06.20
Melbourne,1956,200m Breaststroke,Men,Swimming,JPN,Masaru Furukawa,00:02:34.70
Melbourne,1956,200m Breaststroke,Men,Swimming,JPN,Masahiro Yoshimura,00:02:36.70
Melbourne,1956,200m Breaststroke,Men,Swimming,URS,Yunichev,00:02:36.80
Melbourne,1956,200m Breaststroke,Men,Swimming,AUS,Gathercole,00:02:38.70
